number,incident_state,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,caused_by,closed_code,resolved_by,opened_at,sys_updated_at,closed_at,final_resolved_at,resolution_time_hours,aging_days,priority,sla_breach_flag,created_month,is_active
INC0022837,Active,0,0,0,true,Caller 1179,Opened by  24,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 53,26-04-2016 14:57,26-04-2016 15:45,03-05-2016 13:07,28-04-2016 12:13,45.26666667,1,3,1,2016-04,1
INC0022838,New,0,0,0,true,Caller 1522,Opened by  221,Phone,Location 129,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 115,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,26-04-2016 14:59,26-04-2016 15:00,01-05-2016 15:07,26-04-2016 15:03,0.066666667,0,3,0,2016-04,1
INC0022839,Active,0,0,0,true,Caller 1215,Opened by  381,Phone,Location 143,Category 46,Subcategory 88,Symptom 491,2 - Medium,2 - Medium,Group 31,Resolver 182,false,false,Do Not Notify,?,?,?,code 6,Resolved by 165,26-04-2016 15:02,26-04-2016 15:06,01-05-2016 16:07,26-04-2016 15:18,0.266666667,0,3,0,2016-04,1
INC0022840,New,0,0,0,true,Caller 3218,Opened by  108,Phone,Location 161,Category 46,Subcategory 94,?,2 - Medium,2 - Medium,Group 33,Resolver 101,false,false,Do Not Notify,?,?,?,code 8,Resolved by 91,26-04-2016 15:03,26-04-2016 15:05,25-06-2016 17:00,20-06-2016 16:37,1321.566667,55,3,1,2016-04,1
INC0022841,New,0,0,0,true,Caller 2269,Opened by  17,Phone,Location 36,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,26-04-2016 15:03,26-04-2016 15:03,01-05-2016 15:10,26-04-2016 15:07,0.066666667,0,3,0,2016-04,1
INC0022843,New,0,0,0,true,Caller 4661,Opened by  108,Phone,Location 111,Category 46,Subcategory 223,Symptom 573,2 - Medium,2 - Medium,Group 39,Resolver 194,false,false,Do Not Notify,?,?,?,code 6,Resolved by 177,26-04-2016 15:06,26-04-2016 15:42,03-05-2016 17:07,28-04-2016 17:03,49.95,2,3,1,2016-04,1
INC0022844,New,0,0,0,true,Caller 1607,Opened by  108,Phone,Location 33,Category 53,Subcategory 174,?,2 - Medium,2 - Medium,Group 12,Resolver 136,false,false,Do Not Notify,?,?,?,code 11,Resolved by 122,26-04-2016 15:07,26-04-2016 15:13,28-05-2016 17:10,23-05-2016 17:08,650.0166667,27,3,1,2016-04,1
INC0022845,New,0,0,0,true,Caller 1478,Opened by  386,Phone,Location 39,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 32,26-04-2016 15:07,26-04-2016 15:07,02-05-2016 12:07,27-04-2016 12:03,20.93333333,0,3,0,2016-04,1
INC0022846,Active,0,0,0,true,Caller 4145,Opened by  24,Phone,Location 204,Category 35,Subcategory 28,Symptom 506,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,26-04-2016 15:07,26-04-2016 15:07,01-05-2016 16:07,26-04-2016 15:10,0.05,0,3,0,2016-04,1
INC0022847,New,0,0,0,true,Caller 1163,Opened by  17,Phone,Location 143,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,Group 10,Resolver 200,false,false,Do Not Notify,?,?,?,code 6,Resolved by 182,26-04-2016 15:08,26-04-2016 15:12,17-05-2016 15:07,12-05-2016 14:12,383.0666667,15,3,1,2016-04,1
INC0022848,Active,0,0,0,true,Caller 3437,Opened by  461,Phone,Location 136,Category 46,Subcategory 94,Symptom 56,2 - Medium,2 - Medium,Group 33,Resolver 216,false,false,Do Not Notify,?,?,?,code 6,Resolved by 197,26-04-2016 15:09,26-04-2016 15:11,02-05-2016 10:10,27-04-2016 10:09,19,0,3,0,2016-04,1
INC0022849,New,0,0,0,true,Caller 2533,Opened by  221,Phone,Location 39,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,26-04-2016 15:10,26-04-2016 15:10,01-05-2016 16:07,26-04-2016 15:25,0.25,0,3,0,2016-04,1
INC0022850,New,0,0,0,true,Caller 2952,Opened by  17,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,26-04-2016 15:12,26-04-2016 15:12,01-05-2016 17:10,26-04-2016 17:09,1.95,0,3,0,2016-04,1
INC0022851,New,0,0,0,true,Caller 2205,Opened by  239,Phone,Location 161,Category 53,Subcategory 303,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 10,Resolved by 114,26-04-2016 15:12,26-04-2016 15:12,01-05-2016 16:07,26-04-2016 15:14,0.033333333,0,3,0,2016-04,1
INC0022852,Resolved,0,0,0,true,Caller 4661,Opened by  108,Phone,Location 111,Category 46,Subcategory 223,?,2 - Medium,2 - Medium,Group 70,Resolver 56,false,false,Do Not Notify,?,?,?,code 6,Resolved by 52,26-04-2016 15:15,26-04-2016 15:15,01-05-2016 16:07,01-05-2016 16:07,120.8666667,5,3,1,2016-04,1
INC0022853,New,0,0,0,true,Caller 556,Opened by  62,Phone,Location 204,Category 24,Subcategory 202,Symptom 491,2 - Medium,2 - Medium,Group 25,Resolver 125,false,false,Do Not Notify,?,?,?,code 5,Resolved by 113,26-04-2016 15:16,26-04-2016 15:29,09-05-2016 15:07,04-05-2016 14:50,191.5666667,7,3,1,2016-04,1
INC0022854,New,0,0,0,true,Caller 2323,Opened by  239,Phone,Location 204,Category 23,Subcategory 75,?,2 - Medium,2 - Medium,Group 20,Resolver 126,false,false,Do Not Notify,?,?,?,code 10,Resolved by 114,26-04-2016 15:16,26-04-2016 15:23,01-05-2016 16:07,26-04-2016 15:25,0.15,0,3,0,2016-04,1
INC0022855,New,0,0,0,true,Caller 529,Opened by  55,Phone,Location 37,Category 46,Subcategory 249,Symptom 286,2 - Medium,2 - Medium,Group 57,Resolver 247,false,false,Do Not Notify,?,?,?,code 6,Resolved by 226,26-04-2016 15:17,26-04-2016 15:31,11-05-2016 10:07,06-05-2016 09:41,234.4,9,3,1,2016-04,1
INC0022856,New,0,0,0,true,Caller 4177,Opened by  239,Phone,Location 93,Category 53,Subcategory 114,Symptom 491,2 - Medium,2 - Medium,Group 66,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 158,26-04-2016 15:21,26-04-2016 15:21,24-05-2016 09:07,19-05-2016 08:12,544.85,22,3,1,2016-04,1
INC0022857,Active,0,0,0,true,Caller 2519,Opened by  239,Phone,Location 42,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 126,false,false,Do Not Notify,?,?,?,code 10,Resolved by 114,26-04-2016 15:25,26-04-2016 15:25,01-05-2016 16:07,26-04-2016 15:28,0.05,0,3,0,2016-04,1
INC0022859,Resolved,0,0,0,true,Caller 407,Opened by  221,Phone,Location 108,Category 53,Subcategory 50,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 115,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,26-04-2016 15:27,26-04-2016 15:27,01-05-2016 16:07,01-05-2016 16:07,120.6666667,5,3,1,2016-04,1
INC0022860,New,0,0,0,true,Caller 1522,Opened by  17,Phone,Location 128,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,26-04-2016 15:28,26-04-2016 15:28,01-05-2016 16:07,26-04-2016 15:41,0.216666667,0,3,0,2016-04,1
INC0022861,New,0,0,0,true,Caller 3812,Opened by  239,Phone,Location 161,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 114,26-04-2016 15:28,26-04-2016 15:28,01-05-2016 16:07,26-04-2016 15:41,0.216666667,0,3,0,2016-04,1
INC0022862,Resolved,0,0,0,true,Caller 1732,Opened by  62,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 33,false,false,Do Not Notify,?,?,?,code 9,Resolved by 32,26-04-2016 15:30,26-04-2016 15:37,01-05-2016 16:07,26-04-2016 15:37,0.116666667,0,3,0,2016-04,1
INC0022863,New,0,0,0,true,Caller 1676,Opened by  55,Phone,Location 204,Category 53,Subcategory 114,Symptom 296,2 - Medium,2 - Medium,Group 66,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 158,26-04-2016 15:34,26-04-2016 15:34,02-05-2016 09:07,27-04-2016 09:03,17.48333333,0,3,0,2016-04,1
INC0022864,New,0,0,0,true,Caller 1117,Opened by  24,Phone,Location 143,Category 37,Subcategory 135,Symptom 301,2 - Medium,2 - Medium,Group 48,Resolver 74,false,false,Do Not Notify,?,?,?,code 6,Resolved by 67,26-04-2016 15:35,26-04-2016 15:37,07-05-2016 09:07,02-05-2016 08:42,137.1166667,5,3,1,2016-04,1
INC0022865,Active,0,0,0,true,Caller 4067,Opened by  108,Phone,Location 204,Category 32,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,Resolver 56,false,false,Do Not Notify,?,?,?,code 6,Resolved by 52,26-04-2016 15:35,26-04-2016 15:35,01-05-2016 16:07,26-04-2016 15:39,0.066666667,0,3,0,2016-04,1
INC0022870,Active,0,0,0,true,Caller 4636,Opened by  24,Phone,Location 204,Category 9,Subcategory 164,Symptom 571,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 32,26-04-2016 15:40,26-04-2016 15:40,02-05-2016 16:07,27-04-2016 15:29,23.81666667,0,3,0,2016-04,1
INC0022873,New,0,0,0,true,Caller 503,Opened by  239,Phone,Location 43,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 10,Resolved by 15,26-04-2016 15:43,26-04-2016 15:43,04-05-2016 17:07,29-04-2016 16:49,73.1,3,3,1,2016-04,1
INC0022874,New,0,0,0,true,Caller 587,Opened by  108,Phone,Location 161,Category 53,Subcategory 113,?,2 - Medium,2 - Medium,Group 66,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 52,26-04-2016 15:44,26-04-2016 15:44,01-05-2016 16:07,26-04-2016 15:54,0.166666667,0,3,0,2016-04,1
INC0022875,Resolved,0,0,0,true,Caller 4709,Opened by  108,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 56,false,false,Do Not Notify,?,?,?,code 6,Resolved by 52,26-04-2016 15:44,26-04-2016 15:44,01-05-2016 17:07,01-05-2016 17:07,121.3833333,5,3,1,2016-04,1
INC0022876,New,0,0,0,true,Caller 4337,Opened by  386,Phone,Location 93,Category 57,Subcategory 170,?,2 - Medium,2 - Medium,Group 65,Resolver 215,false,false,Do Not Notify,?,?,?,code 6,Resolved by 196,26-04-2016 15:46,26-04-2016 15:58,25-05-2016 16:10,20-05-2016 16:08,576.3666667,24,3,1,2016-04,1
INC0022877,New,0,0,0,true,Caller 3960,Opened by  17,Phone,Location 124,Category 43,Subcategory 105,Symptom 33,2 - Medium,2 - Medium,Group 82,Resolver 33,false,false,Do Not Notify,?,?,?,code 7,Resolved by 32,26-04-2016 15:46,26-04-2016 15:53,02-05-2016 17:07,27-04-2016 16:15,24.48333333,1,3,1,2016-04,1
INC0022878,Active,0,0,0,true,Caller 971,Opened by  55,Phone,Location 51,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 28,false,false,Do Not Notify,?,?,?,code 6,Resolved by 27,26-04-2016 15:48,26-04-2016 15:48,01-05-2016 16:07,26-04-2016 15:53,0.083333333,0,3,0,2016-04,1
INC0022880,New,0,0,0,true,Caller 2485,Opened by  221,Phone,Location 83,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,26-04-2016 15:50,26-04-2016 15:50,01-05-2016 16:07,26-04-2016 15:54,0.066666667,0,3,0,2016-04,1
INC0022881,Active,0,0,0,true,Caller 3698,Opened by  24,Phone,Location 204,Category 37,Subcategory 135,Symptom 127,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,26-04-2016 15:51,26-04-2016 15:51,01-05-2016 16:10,26-04-2016 16:08,0.283333333,0,3,0,2016-04,1
INC0022882,New,0,0,0,true,Caller 3960,Opened by  17,Phone,Location 124,Category 61,Subcategory 36,Symptom 438,2 - Medium,2 - Medium,Group 73,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 180,26-04-2016 15:53,26-04-2016 15:53,02-05-2016 16:33,26-04-2016 17:12,1.316666667,0,3,0,2016-04,1
INC0022883,New,0,0,0,true,Caller 962,Opened by  108,Phone,Location 40,Category 53,Subcategory 174,?,2 - Medium,2 - Medium,Group 12,Resolver 136,false,false,Do Not Notify,?,?,?,code 11,Resolved by 122,26-04-2016 15:54,26-04-2016 16:44,15-05-2016 11:10,10-05-2016 11:07,331.2166667,13,3,1,2016-04,1
INC0022884,New,0,0,0,true,Caller 3228,Opened by  17,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,26-04-2016 15:56,26-04-2016 15:56,01-05-2016 17:07,26-04-2016 16:20,0.4,0,3,0,2016-04,1
INC0022885,Resolved,0,0,0,true,Caller 681,Opened by  62,Phone,Location 204,Category 26,Subcategory 175,Symptom 120,2 - Medium,2 - Medium,Group 70,Resolver 33,false,false,Do Not Notify,?,?,?,code 9,Resolved by 32,26-04-2016 15:56,26-04-2016 15:56,01-05-2016 17:07,01-05-2016 17:07,121.1833333,5,3,1,2016-04,1
INC0022886,New,0,0,0,true,Caller 4635,Opened by  17,Phone,Location 179,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 33,false,false,Do Not Notify,?,?,?,code 7,Resolved by 32,26-04-2016 16:01,26-04-2016 16:30,02-05-2016 18:07,27-04-2016 17:41,25.66666667,1,3,1,2016-04,1
INC0022887,New,0,0,0,true,Caller 1526,Opened by  17,Phone,Location 46,Category 26,Subcategory 175,Symptom 571,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 5,Resolved by 111,26-04-2016 16:02,26-04-2016 16:02,03-05-2016 14:10,28-04-2016 14:09,46.11666667,1,3,1,2016-04,1
INC0022888,Resolved,0,0,0,true,Caller 4167,Opened by  62,Phone,Location 143,Category 42,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 33,false,false,Do Not Notify,?,?,?,code 6,Resolved by 32,26-04-2016 16:04,26-04-2016 16:04,01-05-2016 16:10,01-05-2016 16:10,120.1,5,3,1,2016-04,1
INC0022889,Active,0,0,0,true,Caller 4594,Opened by  24,Phone,Location 45,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,26-04-2016 16:05,26-04-2016 16:05,01-05-2016 16:10,26-04-2016 16:09,0.066666667,0,3,0,2016-04,1
INC0022890,New,0,0,0,true,Caller 979,Opened by  62,Phone,Location 93,Category 42,Subcategory 174,Symptom 494,2 - Medium,2 - Medium,Group 39,Resolver 183,false,false,Do Not Notify,?,?,?,code 6,Resolved by 166,26-04-2016 16:08,26-04-2016 16:14,14-05-2016 17:07,09-05-2016 16:46,312.6333333,13,3,1,2016-04,1
INC0022892,Resolved,0,0,0,true,Caller 4486,Opened by  62,Phone,Location 131,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 33,false,false,Do Not Notify,?,?,?,code 6,Resolved by 32,26-04-2016 16:10,26-04-2016 16:10,01-05-2016 17:07,01-05-2016 17:07,120.95,5,3,1,2016-04,1
INC0022893,Resolved,0,0,0,true,Caller 4800,Opened by  62,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 33,false,false,Do Not Notify,?,?,?,code 9,Resolved by 32,26-04-2016 16:13,26-04-2016 16:26,01-05-2016 17:07,26-04-2016 16:26,0.216666667,0,3,0,2016-04,1
INC0022895,New,0,0,0,true,Caller 1176,Opened by  24,Phone,Location 51,Category 9,Subcategory 164,Symptom 381,2 - Medium,2 - Medium,Group 30,Resolver 201,false,false,Do Not Notify,?,?,?,code 9,Resolved by 183,26-04-2016 16:15,26-04-2016 16:17,02-05-2016 12:07,27-04-2016 11:56,19.68333333,0,3,0,2016-04,1
INC0022896,New,0,0,0,true,Caller 77,Opened by  24,Phone,Location 161,Category 9,Subcategory 164,Symptom 491,2 - Medium,2 - Medium,Group 24,Resolver 249,false,false,Do Not Notify,?,?,?,code 5,Resolved by 227,26-04-2016 16:18,26-04-2016 16:20,02-05-2016 12:07,27-04-2016 11:29,19.18333333,0,3,0,2016-04,1
INC0022897,New,0,0,0,true,Caller 5396,Opened by  55,Phone,Location 143,Category 34,Subcategory 134,Symptom 465,2 - Medium,2 - Medium,Group 9,Resolver 69,false,false,Do Not Notify,?,?,?,code 6,Resolved by 62,26-04-2016 16:21,26-04-2016 16:30,28-06-2016 13:00,23-06-2016 12:23,1388.033333,57,3,1,2016-04,1
INC0022898,Active,0,0,0,true,Caller 2320,Opened by  24,Phone,Location 204,Category 35,Subcategory 28,Symptom 506,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,26-04-2016 16:24,26-04-2016 16:24,04-05-2016 17:07,29-04-2016 16:53,72.48333333,3,3,1,2016-04,1
INC0022899,Active,0,0,0,true,Caller 4166,Opened by  403,Phone,Location 51,Category 42,Subcategory 29,?,2 - Medium,2 - Medium,Group 55,Resolver 134,false,false,Do Not Notify,?,?,?,code 7,Resolved by 120,26-04-2016 16:25,26-04-2016 16:26,02-05-2016 10:07,27-04-2016 09:47,17.36666667,0,3,0,2016-04,1
INC0022901,Resolved,0,0,0,true,Caller 4067,Opened by  62,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 33,false,false,Do Not Notify,?,?,?,code 9,Resolved by 32,26-04-2016 16:28,26-04-2016 16:39,01-05-2016 17:07,26-04-2016 16:39,0.183333333,0,3,0,2016-04,1
INC0022903,New,0,0,0,true,Caller 1971,Opened by  108,Phone,Location 15,Category 26,Subcategory 175,Symptom 120,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,26-04-2016 16:29,26-04-2016 16:29,07-05-2016 12:07,02-05-2016 11:29,139,5,3,1,2016-04,1
INC0022904,New,0,0,0,true,Caller 3163,Opened by  24,Phone,Location 43,Category 46,Subcategory 255,Symptom 491,2 - Medium,2 - Medium,Group 6,?,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,26-04-2016 16:30,26-04-2016 16:30,03-05-2016 11:07,28-04-2016 10:31,42.01666667,1,3,1,2016-04,1
INC0022905,Active,0,0,0,true,Caller 3991,Opened by  24,Phone,Location 161,Category 26,Subcategory 164,Symptom 295,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,26-04-2016 16:30,26-04-2016 16:30,01-05-2016 17:07,26-04-2016 16:35,0.083333333,0,3,0,2016-04,1
INC0022906,Active,0,0,0,true,Caller 2941,Opened by  55,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 28,false,false,Do Not Notify,?,?,?,code 6,Resolved by 27,26-04-2016 16:32,26-04-2016 16:32,01-05-2016 17:07,26-04-2016 16:40,0.133333333,0,3,0,2016-04,1
INC0022907,New,0,0,0,true,Caller 3038,Opened by  221,Phone,Location 204,Category 17,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 69,Resolver 125,false,false,Do Not Notify,?,?,?,code 5,Resolved by 113,26-04-2016 16:33,26-04-2016 16:40,02-05-2016 17:07,27-04-2016 16:18,23.75,0,3,0,2016-04,1
INC0022909,New,0,0,0,true,Caller 2215,Opened by  17,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,26-04-2016 16:38,26-04-2016 16:38,01-05-2016 18:07,26-04-2016 17:17,0.65,0,3,0,2016-04,1
INC0022911,New,0,0,0,true,Caller 293,Opened by  55,Phone,Location 161,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 20,Resolver 89,false,false,Do Not Notify,?,?,?,code 9,Resolved by 81,26-04-2016 16:44,26-04-2016 16:50,03-05-2016 16:07,28-04-2016 15:29,46.75,1,3,1,2016-04,1
INC0022912,New,0,0,0,true,Caller 2320,Opened by  24,Phone,Location 204,Category 57,Subcategory 185,Symptom 491,2 - Medium,2 - Medium,Group 24,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,26-04-2016 16:45,26-04-2016 16:50,04-05-2016 17:07,29-04-2016 16:55,72.16666667,3,3,1,2016-04,1
INC0022913,New,0,0,0,true,Caller 2817,Opened by  108,Phone,Location 161,Category 34,Subcategory 174,?,2 - Medium,2 - Medium,Group 20,Resolver 217,false,false,Do Not Notify,?,?,?,code 6,Resolved by 198,26-04-2016 16:47,26-04-2016 16:55,08-06-2016 17:07,03-06-2016 16:40,911.8833333,37,3,1,2016-04,1
INC0022914,New,0,0,0,true,Caller 4960,Opened by  62,Phone,Location 161,Category 53,Subcategory 80,?,2 - Medium,2 - Medium,Group 19,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,26-04-2016 16:47,26-04-2016 17:01,04-05-2016 17:07,29-04-2016 16:59,72.2,3,3,1,2016-04,1
INC0022915,New,0,0,0,true,Caller 182,Opened by  17,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,Group 58,Resolver 76,false,false,Do Not Notify,?,?,?,code 6,Resolved by 69,26-04-2016 16:47,26-04-2016 16:57,10-05-2016 11:07,05-05-2016 10:23,209.6,8,3,1,2016-04,1
INC0022916,Active,0,0,0,true,Caller 1997,Opened by  24,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,26-04-2016 16:48,26-04-2016 16:48,01-05-2016 17:07,26-04-2016 16:57,0.15,0,3,0,2016-04,1
INC0022917,New,0,0,0,true,Caller 1974,Opened by  17,Phone,Location 143,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,26-04-2016 16:49,26-04-2016 16:55,07-05-2016 12:07,02-05-2016 11:36,138.7833333,5,3,1,2016-04,1
INC0022918,Resolved,0,0,0,true,Caller 409,Opened by  62,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 33,false,false,Do Not Notify,?,?,?,code 6,Resolved by 32,26-04-2016 16:50,26-04-2016 16:50,01-05-2016 17:07,01-05-2016 17:07,120.2833333,5,3,1,2016-04,1
INC0022919,New,0,0,0,true,Caller 3527,Opened by  386,Phone,Location 204,Category 53,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 169,26-04-2016 16:52,26-04-2016 16:52,01-05-2016 18:07,26-04-2016 17:34,0.7,0,3,0,2016-04,1
INC0022920,New,0,0,0,true,Caller 2884,Opened by  108,Phone,Location 51,Category 43,Subcategory 174,Symptom 494,2 - Medium,2 - Medium,Group 22,Resolver 194,false,false,Do Not Notify,?,?,?,code 6,Resolved by 177,26-04-2016 16:55,26-04-2016 17:02,02-05-2016 09:07,27-04-2016 08:17,15.36666667,0,3,0,2016-04,1
INC0022922,New,0,0,0,true,Caller 2077,Opened by  17,Phone,Location 108,Category 26,Subcategory 164,Symptom 420,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,26-04-2016 16:56,26-04-2016 16:56,01-05-2016 18:07,26-04-2016 17:13,0.283333333,0,3,0,2016-04,1
INC0022923,Resolved,0,0,0,true,Caller 1057,Opened by  62,Phone,Location 161,Category 40,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 33,false,false,Do Not Notify,?,?,?,code 6,Resolved by 32,26-04-2016 16:56,26-04-2016 17:07,01-05-2016 17:10,26-04-2016 17:07,0.183333333,0,3,0,2016-04,1
INC0022924,New,0,0,0,true,Caller 3657,Opened by  17,Phone,Location 128,Category 57,Subcategory 185,Symptom 491,2 - Medium,2 - Medium,Group 24,Resolver 111,false,false,Do Not Notify,?,?,?,code 6,Resolved by 100,26-04-2016 16:57,26-04-2016 17:05,02-05-2016 16:07,27-04-2016 15:52,22.91666667,0,3,0,2016-04,1
INC0022925,Active,0,0,0,true,Caller 2015,Opened by  24,Phone,Location 43,Category 26,Subcategory 275,Symptom 54,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,26-04-2016 16:57,26-04-2016 16:57,01-05-2016 17:07,26-04-2016 17:05,0.133333333,0,3,0,2016-04,1
INC0022926,Active,0,0,0,true,Caller 963,Opened by  24,Phone,Location 204,Category 37,Subcategory 135,Symptom 127,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,26-04-2016 16:57,26-04-2016 16:57,01-05-2016 17:07,26-04-2016 17:02,0.083333333,0,3,0,2016-04,1
INC0022927,New,0,0,0,true,Caller 2735,Opened by  55,Phone,Location 108,Category 46,Subcategory 247,?,2 - Medium,2 - Medium,Group 57,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 27,26-04-2016 17:01,26-04-2016 17:01,01-05-2016 18:07,26-04-2016 17:11,0.166666667,0,3,0,2016-04,1
INC0022928,New,0,0,0,true,Caller 3206,Opened by  24,Phone,Location 99,Category 46,Subcategory 252,?,2 - Medium,2 - Medium,Group 22,Resolver 133,false,false,Do Not Notify,?,?,?,code 6,Resolved by 119,26-04-2016 17:02,26-04-2016 17:08,01-05-2016 18:07,26-04-2016 17:16,0.233333333,0,3,0,2016-04,1
INC0022930,New,0,0,0,true,Caller 2735,Opened by  55,Phone,Location 108,Category 46,Subcategory 247,Symptom 491,2 - Medium,2 - Medium,Group 57,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 27,26-04-2016 17:08,26-04-2016 17:08,01-05-2016 18:07,26-04-2016 17:11,0.05,0,3,0,2016-04,1
INC0022931,New,0,0,0,true,Caller 2077,Opened by  17,Phone,Location 108,Category 26,Subcategory 164,Symptom 571,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,26-04-2016 17:10,26-04-2016 17:10,01-05-2016 18:07,26-04-2016 17:12,0.033333333,0,3,0,2016-04,1
