sys_mod_count,made_sla,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,caused_by,closed_code,resolved_by,opened_at,resolution_time_hours,aging_days,priority,sla_breach_flag,created_month
0,True,Caller 3334,Opened by  17,Phone,Location 55,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-04-22 09:59:00,0.1,0,3,0,2016-04
0,True,Caller 685,Opened by  131,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 66,2016-04-22 10:11:00,2.15,0,4,0,2016-04
0,True,Caller 3610,Opened by  8,Phone,Location 143,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 15,2016-04-22 10:12:00,77.2,3,3,1,2016-04
0,True,Caller 3182,Opened by  17,Phone,Location 43,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 39,Resolver 194,False,False,Do Not Notify,?,?,?,code 6,Resolved by 177,2016-04-22 10:32:00,76.48333333,3,3,1,2016-04
0,True,Caller 1998,Opened by  17,Phone,Location 43,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,code 7,Resolved by 11,2016-04-22 10:37:00,0.15,0,3,0,2016-04
0,True,Caller 3051,Opened by  386,Phone,Location 55,Category 57,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,code 7,Resolved by 169,2016-04-22 10:53:00,0.083333333,0,3,0,2016-04
0,True,Caller 3051,Opened by  386,Phone,Location 55,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,Group 70,Resolver 194,False,False,Do Not Notify,?,?,?,code 6,Resolved by 177,2016-04-22 10:59:00,76.23333333,3,3,1,2016-04
0,True,Caller 1639,Opened by  17,Phone,Location 161,Category 53,Subcategory 80,Symptom 296,2 - Medium,2 - Medium,Group 19,Resolver 231,False,False,Do Not Notify,?,?,?,code 6,Resolved by 58,2016-04-22 11:02:00,70.25,2,3,1,2016-04
0,True,Caller 3504,Opened by  17,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,code 7,Resolved by 15,2016-04-22 11:04:00,76.83333333,3,3,1,2016-04
0,True,Caller 3334,Opened by  8,Phone,Location 55,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 5,2016-04-22 11:05:00,0.316666667,0,3,0,2016-04
0,True,Caller 3063,Opened by  17,Phone,Location 40,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-04-22 11:06:00,1.266666667,0,3,0,2016-04
0,True,Caller 3051,Opened by  17,Phone,Location 55,Category 57,Subcategory 273,Symptom 491,2 - Medium,2 - Medium,Group 24,Resolver 21,False,False,Do Not Notify,?,?,?,code 6,Resolved by 19,2016-04-22 11:23:00,479.2666667,19,3,1,2016-04
0,True,Caller 2737,Opened by  8,Phone,Location 51,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 6,False,False,Do Not Notify,?,?,?,code 6,Resolved by 5,2016-04-22 11:24:00,0.3,0,3,0,2016-04
0,True,Caller 256,Opened by  17,Phone,Location 40,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,code 7,Resolved by 11,2016-04-22 11:31:00,0.1,0,3,0,2016-04
0,True,Caller 2154,Opened by  17,Phone,Location 249,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,code 7,Resolved by 11,2016-04-22 11:42:00,0.433333333,0,3,0,2016-04
0,True,Caller 239,Opened by  8,Phone,Location 204,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 20,Resolver 6,False,False,Do Not Notify,?,?,?,code 6,Resolved by 5,2016-04-22 11:42:00,0.716666667,0,3,0,2016-04
0,True,Caller 4841,Opened by  501,Phone,Location 161,Category 46,Subcategory 223,?,2 - Medium,2 - Medium,Group 39,Resolver 194,False,False,Do Not Notify,?,?,?,code 6,Resolved by 177,2016-04-22 11:48:00,164.6666667,6,3,1,2016-04
0,True,Caller 550,Opened by  386,Phone,Location 108,Category 26,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,code 6,Resolved by 32,2016-04-22 12:01:00,74.8,3,3,1,2016-04
0,True,Caller 4669,Opened by  17,Phone,Location 161,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,code 7,Resolved by 11,2016-04-22 12:10:00,1.383333333,0,3,0,2016-04
0,True,Caller 2737,Opened by  500,Phone,Location 51,Category 20,Subcategory 125,Symptom 208,2 - Medium,2 - Medium,Group 70,Resolver 232,False,False,Do Not Notify,?,?,?,code 9,Resolved by 211,2016-04-22 12:18:00,120.8166667,5,3,1,2016-04
0,True,Caller 4669,Opened by  501,Phone,Location 228,Category 13,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,Resolver 233,False,False,Do Not Notify,?,?,?,code 6,Resolved by 212,2016-04-22 12:37:00,0.366666667,0,3,0,2016-04
0,True,Caller 1841,Opened by  17,Phone,Location 33,Category 57,Subcategory 273,Symptom 491,2 - Medium,2 - Medium,Group 24,Resolver 21,False,False,Do Not Notify,?,?,?,code 10,Resolved by 19,2016-04-22 12:52:00,286.2166667,11,3,1,2016-04
0,True,Caller 2717,Opened by  17,Phone,Location 161,Category 53,Subcategory 303,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-04-22 12:56:00,1.15,0,3,0,2016-04
0,True,Caller 2479,Opened by  500,Phone,Location 204,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 232,False,False,Do Not Notify,?,?,?,code 9,Resolved by 211,2016-04-22 12:59:00,121.1333333,5,3,1,2016-04
0,True,Caller 4309,Opened by  8,Phone,Location 161,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 5,2016-04-22 13:02:00,0.8,0,3,0,2016-04
0,True,Caller 4878,Opened by  131,Phone,Location 70,Category 57,Subcategory 270,Symptom 10,2 - Medium,2 - Medium,Group 34,Resolver 159,False,False,Do Not Notify,?,?,?,code 6,Resolved by 143,2016-04-22 13:03:00,67.95,2,3,1,2016-04
0,True,Caller 707,Opened by  500,Phone,Location 144,Category 53,Subcategory 80,Symptom 491,2 - Medium,2 - Medium,Group 19,Resolver 232,False,False,Do Not Notify,?,?,?,code 9,Resolved by 211,2016-04-22 13:04:00,1.0,0,3,0,2016-04
0,True,Caller 1841,Opened by  17,Phone,Location 33,Category 57,Subcategory 273,Symptom 491,2 - Medium,2 - Medium,Group 24,Resolver 21,False,False,Do Not Notify,?,?,?,code 7,Resolved by 19,2016-04-22 13:20:00,285.6833333,11,3,1,2016-04
0,True,Caller 5419,Opened by  17,Phone,Location 46,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-04-22 13:33:00,1.066666667,0,3,0,2016-04
0,True,Caller 4162,Opened by  131,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 73,False,False,Do Not Notify,?,?,?,code 7,Resolved by 66,2016-04-22 13:37:00,0.083333333,0,3,0,2016-04
0,True,Caller 3718,Opened by  17,Phone,Location 46,Category 57,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 29,Resolver 31,False,False,Do Not Notify,?,?,?,code 6,Resolved by 30,2016-04-22 13:44:00,505.7666667,21,3,1,2016-04
0,True,Caller 4637,Opened by  8,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,Group 70,Resolver 115,False,False,Do Not Notify,?,?,?,code 9,Resolved by 103,2016-04-22 13:51:00,1.933333333,0,3,0,2016-04
0,True,Caller 707,Opened by  500,Phone,Location 144,Category 46,Subcategory 249,Symptom 491,2 - Medium,2 - Medium,Group 57,Resolver 194,False,False,Do Not Notify,?,?,?,code 6,Resolved by 177,2016-04-22 13:53:00,73.65,3,3,1,2016-04
0,True,Caller 3058,Opened by  17,Phone,Location 143,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 15,2016-04-22 13:56:00,74.01666667,3,3,1,2016-04
0,True,Caller 825,Opened by  500,Phone,Location 93,Category 42,Subcategory 223,Symptom 65,2 - Medium,2 - Medium,Group 70,Resolver 39,False,False,Do Not Notify,?,?,?,code 6,Resolved by 36,2016-04-22 14:20:00,481.8333333,20,3,1,2016-04
0,True,Caller 5491,Opened by  17,Phone,Location 38,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,code 7,Resolved by 11,2016-04-22 14:44:00,0.083333333,0,3,0,2016-04
0,True,Caller 4487,Opened by  17,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-04-22 14:48:00,0.366666667,0,3,0,2016-04
0,True,Caller 5511,Opened by  17,Phone,Location 161,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 20,Resolver 13,False,False,Do Not Notify,?,?,?,code 9,Resolved by 133,2016-04-22 14:50:00,169.1333333,7,3,1,2016-04
0,True,Caller 3732,Opened by  17,Phone,Location 44,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-04-22 15:02:00,0.616666667,0,3,0,2016-04
0,True,Caller 3334,Opened by  17,Phone,Location 55,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 17,False,False,Do Not Notify,?,?,?,code 7,Resolved by 15,2016-04-22 15:10:00,73.58333333,3,3,1,2016-04
0,True,Caller 3285,Opened by  17,Phone,Location 46,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-04-22 15:30:00,0.1,0,3,0,2016-04
0,True,Caller 1277,Opened by  8,Phone,Location 245,Category 46,Subcategory 250,?,2 - Medium,2 - Medium,Group 57,Resolver 234,False,False,Do Not Notify,?,?,?,code 6,Resolved by 213,2016-04-22 15:35:00,1.966666667,0,3,0,2016-04
0,True,Caller 2489,Opened by  17,Phone,Location 34,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-04-22 15:39:00,0.083333333,0,3,0,2016-04
0,True,Caller 1277,Opened by  8,Phone,Location 245,Category 23,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 20,Resolver 234,False,False,Do Not Notify,?,?,?,code 6,Resolved by 213,2016-04-22 15:40:00,118.9833333,4,3,1,2016-04
0,True,Caller 3944,Opened by  17,Phone,Location 54,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,?,False,False,Do Not Notify,?,?,?,code 9,Resolved by 133,2016-04-22 15:48:00,282.8833333,11,3,1,2016-04
0,True,Caller 2489,Opened by  221,Phone,Location 34,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 9,Resolved by 103,2016-04-22 16:01:00,0.033333333,0,3,0,2016-04
0,True,Caller 2535,Opened by  221,Phone,Location 44,Category 46,Subcategory 223,?,2 - Medium,2 - Medium,?,Resolver 115,False,False,Do Not Notify,?,?,?,code 9,Resolved by 103,2016-04-22 16:07:00,0.25,0,3,0,2016-04
0,True,Caller 2690,Opened by  257,Phone,Location 51,Category 44,Subcategory 62,Symptom 491,2 - Medium,2 - Medium,Group 5,Resolver 136,False,False,Do Not Notify,?,CHG0001145,?,code 6,Resolved by 122,2016-04-22 16:18:00,504.15,21,3,1,2016-04
0,True,Caller 3261,Opened by  500,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 28,Resolver 78,False,False,Do Not Notify,?,?,?,code 6,Resolved by 71,2016-04-22 16:18:00,64.23333333,2,3,1,2016-04
0,True,Caller 4757,Opened by  221,Phone,Location 108,Category 53,Subcategory 168,?,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 9,Resolved by 103,2016-04-22 16:22:00,0.666666667,0,3,0,2016-04
0,True,Caller 1516,?,Phone,Location 161,Category 42,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,code 6,Resolved by 15,2016-04-22 16:33:00,162.7333333,6,3,1,2016-04
0,True,Caller 5320,Opened by  221,Phone,Location 204,Category 53,Subcategory 168,?,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 9,Resolved by 103,2016-04-22 16:45:00,0.45,0,3,0,2016-04
0,True,Caller 2536,Opened by  17,Phone,Location 38,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 29,Resolver 17,False,False,Do Not Notify,?,?,?,code 6,Resolved by 15,2016-04-22 17:01:00,310.8333333,12,3,1,2016-04
0,True,Caller 5491,Opened by  221,Phone,Location 38,Category 46,Subcategory 174,?,2 - Medium,2 - Medium,?,Resolver 115,False,False,Do Not Notify,?,?,?,code 9,Resolved by 103,2016-04-22 17:12:00,0.866666667,0,3,0,2016-04
0,True,Caller 2137,Opened by  17,Phone,Location 204,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 20,Resolver 17,False,False,Do Not Notify,?,?,?,code 6,Resolved by 15,2016-04-22 17:29:00,161.9,6,3,1,2016-04
0,True,Caller 4288,Opened by  500,Phone,Location 51,Category 46,Subcategory 249,Symptom 286,2 - Medium,2 - Medium,Group 57,Resolver 155,False,False,Do Not Notify,?,?,?,code 8,Resolved by 139,2016-04-22 17:42:00,935.6,38,3,1,2016-04
0,True,Caller 3732,Opened by  500,Phone,Location 44,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,Group 70,Resolver 194,False,False,Do Not Notify,?,?,?,code 6,Resolved by 177,2016-04-22 17:54:00,69.6,2,3,1,2016-04
0,True,Caller 2137,Opened by  17,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 25,Resolver 140,False,False,Do Not Notify,?,?,?,code 6,Resolved by 126,2016-04-22 17:58:00,64.05,2,3,1,2016-04
0,True,Caller 1650,Opened by  305,Phone,Location 43,Category 20,Subcategory 125,?,2 - Medium,2 - Medium,Group 70,Resolver 150,False,False,Do Not Notify,?,?,?,code 9,Resolved by 134,2016-04-22 18:05:00,0.216666667,0,3,0,2016-04
0,True,Caller 1650,Opened by  305,Phone,Location 43,Category 24,Subcategory 174,?,2 - Medium,2 - Medium,Group 29,Resolver 31,False,False,Do Not Notify,?,?,?,code 6,Resolved by 30,2016-04-22 18:18:00,70.18333333,2,3,1,2016-04
0,True,Caller 2328,Opened by  305,Phone,Location 204,Category 53,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,Resolver 150,False,False,Do Not Notify,?,?,?,code 10,Resolved by 134,2016-04-22 18:52:00,0.366666667,0,3,0,2016-04
0,True,Caller 5149,Opened by  221,Phone,Location 51,Category 43,Subcategory 107,?,2 - Medium,2 - Medium,Group 22,Resolver 155,False,False,Do Not Notify,?,?,?,code 8,Resolved by 139,2016-04-22 19:21:00,115.05,4,3,1,2016-04
0,True,Caller 634,Opened by  20,Phone,Location 165,Category 57,Subcategory 185,Symptom 491,2 - Medium,2 - Medium,Group 24,Resolver 24,False,False,Do Not Notify,?,?,?,code 6,Resolved by 22,2016-04-22 19:35:00,90.43333333,3,3,1,2016-04
0,True,Caller 2695,Opened by  305,Phone,Location 149,Category 37,Subcategory 174,Symptom 494,2 - Medium,2 - Medium,Group 48,Resolver 74,False,False,Do Not Notify,?,?,?,code 6,Resolved by 67,2016-04-22 21:03:00,227.6,9,3,1,2016-04
0,True,Caller 5437,Opened by  305,Phone,Location 204,Category 37,Subcategory 174,?,2 - Medium,2 - Medium,Group 25,Resolver 140,False,False,Do Not Notify,?,?,?,code 6,Resolved by 126,2016-04-22 22:49:00,88.03333333,3,3,1,2016-04
0,True,Caller 3678,Opened by  463,Phone,Location 179,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 199,2016-04-22 23:32:00,0.733333333,0,3,0,2016-04
0,True,Caller 491,Opened by  305,Phone,Location 204,Category 57,Subcategory 185,?,2 - Medium,2 - Medium,Group 24,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 134,2016-04-22 23:34:00,47.91666667,1,3,1,2016-04
0,True,Caller 2162,Opened by  463,Phone,Location 143,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 199,2016-04-23 00:04:00,0.25,0,3,0,2016-04
0,True,Caller 1056,Opened by  390,Phone,Location 204,Category 37,Subcategory 174,Symptom 491,2 - Medium,1 - High,Group 46,Resolver 83,False,False,Do Not Notify,?,?,?,code 6,Resolved by 76,2016-04-23 00:08:00,58.1,2,2,1,2016-04
0,True,Caller 1507,Opened by  8,Phone,Location 204,Category 42,Subcategory 183,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 6,False,False,Do Not Notify,?,?,?,code 6,Resolved by 5,2016-04-23 00:16:00,0.216666667,0,3,0,2016-04
0,True,Caller 5203,Opened by  463,Phone,Location 108,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 199,2016-04-23 00:56:00,0.416666667,0,3,0,2016-04
0,True,Caller 3628,Opened by  390,Phone,Location 161,Category 53,Subcategory 174,?,1 - High,2 - Medium,?,Resolver 187,False,False,Do Not Notify,Problem ID  135,?,?,code 6,Resolved by 170,2016-04-23 01:00:00,3.8,0,2,0,2016-04
0,True,Caller 2912,Opened by  397,Phone,Location 108,Category 57,Subcategory 118,?,2 - Medium,2 - Medium,Group 65,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 174,2016-04-23 01:09:00,3.95,0,3,0,2016-04
0,True,Caller 158,Opened by  463,Phone,Location 161,Category 57,Subcategory 170,Symptom 513,1 - High,2 - Medium,Group 65,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 174,2016-04-23 01:10:00,5.016666667,0,2,0,2016-04
0,True,Caller 4511,Opened by  8,Phone,Location 161,Category 19,Subcategory 163,Symptom 491,2 - Medium,2 - Medium,Group 20,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 5,2016-04-23 01:17:00,4.766666667,0,3,0,2016-04
0,True,Caller 1332,Opened by  397,Phone,Location 161,Category 19,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 5,Resolved by 44,2016-04-23 01:31:00,48.38333333,2,3,1,2016-04
0,True,Caller 3434,Opened by  463,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,1 - High,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 199,2016-04-23 01:35:00,2.216666667,0,2,0,2016-04
0,True,Caller 3548,Opened by  463,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 199,2016-04-23 01:44:00,0.133333333,0,3,0,2016-04
0,True,Caller 3843,Opened by  397,Phone,Location 161,Category 26,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 174,2016-04-23 01:45:00,0.166666667,0,3,0,2016-04
0,True,Caller 687,Opened by  397,Phone,Location 161,Category 26,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,Resolver 115,False,False,Do Not Notify,?,?,?,code 9,Resolved by 103,2016-04-23 01:56:00,84.28333333,3,3,1,2016-04
0,True,Caller 3203,Opened by  397,Phone,Location 161,Category 19,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 5,Resolved by 44,2016-04-23 02:00:00,47.3,1,3,1,2016-04
0,True,Caller 1084,Opened by  397,Phone,Location 161,Category 26,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 174,2016-04-23 02:14:00,0.133333333,0,3,0,2016-04
0,True,Caller 2819,Opened by  463,Phone,Location 204,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 199,2016-04-23 02:22:00,0.7,0,3,0,2016-04
0,True,Caller 5437,Opened by  8,Phone,Location 204,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 6,False,False,Do Not Notify,?,?,?,code 6,Resolved by 5,2016-04-23 02:29:00,0.15,0,3,0,2016-04
0,True,Caller 3434,Opened by  397,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 191,False,False,Do Not Notify,?,?,?,code 7,Resolved by 174,2016-04-23 02:30:00,120.6166667,5,3,1,2016-04
0,True,Caller 5241,Opened by  463,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 199,2016-04-23 03:00:00,0.683333333,0,3,0,2016-04
0,True,Caller 1056,Opened by  397,Phone,Location 204,Category 37,Subcategory 285,Symptom 587,2 - Medium,2 - Medium,Group 25,Resolver 83,False,False,Do Not Notify,?,?,?,code 6,Resolved by 76,2016-04-23 03:05:00,55.2,2,3,1,2016-04
0,True,Caller 5241,Opened by  463,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 199,2016-04-23 03:10:00,0.5,0,3,0,2016-04
0,True,Caller 4754,Opened by  397,Phone,Location 161,Category 9,Subcategory 202,Symptom 70,2 - Medium,2 - Medium,Group 24,Resolver 24,False,False,Do Not Notify,?,?,?,code 6,Resolved by 22,2016-04-23 03:44:00,78.08333333,3,3,1,2016-04
0,True,Caller 3464,Opened by  463,Phone,Location 143,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 7,Resolved by 199,2016-04-23 03:51:00,43.05,1,3,1,2016-04
0,True,Caller 4754,Opened by  397,Phone,Location 161,Category 61,Subcategory 174,?,2 - Medium,2 - Medium,Group 24,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 151,2016-04-23 04:40:00,60.1,2,3,1,2016-04
0,True,Caller 1933,Opened by  463,Phone,Location 161,Category 61,Subcategory 36,Symptom 491,2 - Medium,2 - Medium,Group 73,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 151,2016-04-23 04:44:00,52.71666667,2,3,1,2016-04
0,True,Caller 2491,Opened by  397,Phone,Location 161,Category 46,Subcategory 223,Symptom 183,1 - High,1 - High,Group 57,Resolver 153,False,False,Do Not Notify,Problem ID  137,?,?,code 6,Resolved by 137,2016-04-23 05:16:00,635.1833333,26,1,1,2016-04
0,True,Caller 5440,Opened by  62,Phone,Location 204,Category 26,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,code 17,Resolved by 11,2016-04-23 07:29:00,101.2166667,4,3,1,2016-04
0,True,Caller 4225,Opened by  17,Phone,Location 108,Category 26,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 9,Resolved by 11,2016-04-23 08:10:00,0.616666667,0,3,0,2016-04
0,True,Caller 3501,Opened by  62,Phone,Location 108,Category 26,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,Resolver 33,False,False,Do Not Notify,?,?,?,code 7,Resolved by 32,2016-04-23 08:15:00,3.166666667,0,3,0,2016-04
0,True,Caller 4225,Opened by  17,Phone,Location 108,Category 9,Subcategory 202,Symptom 70,2 - Medium,2 - Medium,Group 70,Resolver 111,False,False,Do Not Notify,?,?,?,code 6,Resolved by 100,2016-04-23 08:30:00,56.6,2,3,1,2016-04
0,True,Caller 1069,Opened by  17,Phone,Location 161,Category 57,Subcategory 170,Symptom 514,2 - Medium,2 - Medium,Group 65,?,False,False,Do Not Notify,?,?,?,code 1,Resolved by 11,2016-04-23 08:55:00,0.55,0,3,0,2016-04
0,True,Caller 2369,Opened by  17,Phone,Location 143,Category 57,Subcategory 184,Symptom 491,2 - Medium,2 - Medium,Group 51,Resolver 47,False,False,Do Not Notify,?,?,?,code 6,Resolved by 44,2016-04-23 09:28:00,90.05,3,3,1,2016-04
0,True,Caller 4838,Opened by  17,Phone,Location 143,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 28,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 15,2016-04-23 09:44:00,148.5666667,6,3,1,2016-04
0,True,Caller 3099,Opened by  17,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 9,Resolved by 11,2016-04-23 10:49:00,0.1,0,3,0,2016-04
0,True,Caller 2443,Opened by  108,Phone,Location 204,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 70,Resolver 56,False,False,Do Not Notify,?,?,?,code 6,Resolved by 52,2016-04-23 11:22:00,121.75,5,3,1,2016-04
0,True,Caller 3217,Opened by  17,Phone,Location 204,Category 46,Subcategory 94,Symptom 491,2 - Medium,2 - Medium,Group 33,Resolver 216,False,False,Do Not Notify,?,?,?,code 6,Resolved by 197,2016-04-23 13:04:00,119.15,4,3,1,2016-04
0,True,Caller 1150,Opened by  108,Phone,Location 93,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 56,False,False,Do Not Notify,?,?,?,code 6,Resolved by 52,2016-04-23 13:07:00,122.0,5,3,1,2016-04
0,True,Caller 2120,Opened by  17,Phone,Location 204,Category 26,Subcategory 164,Symptom 295,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-04-23 14:25:00,0.166666667,0,3,0,2016-04
0,True,Caller 5430,Opened by  8,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 5,2016-04-23 14:53:00,0.066666667,0,3,0,2016-04
0,True,Caller 3962,Opened by  17,Phone,Location 173,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,?,False,False,Do Not Notify,?,?,?,code 6,Resolved by 11,2016-04-23 16:26:00,0.066666667,0,3,0,2016-04
